facility_name,facility_type,full_address,latitude,longitude
Peardonville House Treatment Centre,Other,"825, peardonville rd, abbotsford, bc, V4X 2K3",49.0177352,-122.4065114
Pearl House,Other,"1727, pearl st, victoria, bc, V8X 5L3",48.4417088,-123.3327607
Pemberton Marine Medical Clinic,Clinic,"1224, marine drive, north vancouver, bc, V7P 1T2",49.32489,-123.1098
Pender House,Other,"2596, e pender st, vancouver, bc, V5K 2B5",49.279942,-123.052
Pendleton House,Other,"9580, pendleton road, richmond, bc, V7E 4N1",49.14485429999999,-123.1772907
Fort Macleod Health Centre,Hospital,"744, 26 st s, fort macleod, ab, T0L 0Z0",49.726332,-113.3932472
Peninsula Medical Clinic,Clinic,"15388, 24 avenue, surrey, bc, V4A 2J2",49.045582,-122.796387
Penticton Regional Hospital,Hospital,"550, carmi ave, penticton, bc, V2A 3G6",49.4812182,-119.577927
Peruzzo House - v.i.t.a.l.s.,Other,"d-156, government st, duncan, bc, V9L 1A2",48.777064,-123.70945
Peters Road House,Other,"1904, peters road, north vancouver, bc, V7J 1Y9",49.341873,-123.02222140000002
Phoenix Center Quibble Creek,Other,"13670, 94a ave, surrey, bc, V3V 1N1",49.1745124,-122.8437601
Phoenix Centre,Other,"922, 3 ave, kamloops, bc, V2C 6W5",50.6693527,-120.3363635
Piccadilly Care Center,Other,"821, 10 ave sw, salmon arm, bc, V1E 1T2",50.6929509,-119.2955552
Piercy Respite Hotel,Other,"1454, hillside ave, victoria, bc, V8T 2B7",48.4425235,-123.342568
Pine Acres Home,Other,"1902, pheasant ln, westbank, bc, V4T 2H4",49.839286,-119.59551
Pine Grove Lodge,Other,"313, mcgowan avenue, kamloops, bc, V2B 2N8",50.687416600000006,-120.3509428
Fort Mcmurray Community Cancer Centre,Hospital,"7, hospital street, fort mcmurray, ab, T9H 1P2",56.7176831,-111.3618006
Pinegrove Place,Other,"11331, mellis drive, richmond, bc, V6X 1L8",49.1867925,-123.0984471
Pinetree Lodge,Other,"1370, el camino dr, coquitlam, bc, V3E 2W6",49.295331700000006,-122.7795583
Pioneer House,Other,"220, sherbrooke st, new westminster, bc, V3L 3M2",49.227338200000005,-122.8881385
Plateau Medical Clinic,Clinic,"1410, parkway boulevard, coquitlam, bc, V3E 3J7",49.297014,-122.803349
Pleasant View (Pleasant View Housing Society),Other,"7530, hurd st, mission, bc, V2V 3H9",49.13839,-122.331857
Plymouth Group Home,Other,"972, plymouth dr, north vancouver, bc, V7H 2J1",49.31471810000001,-122.9920303
Point Grey Medical Clinic,Clinic,"4448, west 10 avenue, vancouver, bc, V6R 2H9",49.26383,-123.207511
Fort Saskatchewan Community Hospital,Hospital,"9401, 86 avenue, fort saskatchewan, ab, T8L 0C6",53.693158999999994,-113.213229
Ponderosa Lodge,Other,"425, columbia st, kamloops, bc, V2C 2T4",50.670828,-120.331933
Port Alice Health Centre,Hospital,"1090, marine dr, port alice, bc, V0N 2N0",50.4260087,-127.4878351
Port Hardy Hospital,Hospital,"9120, granville st, port hardy, bc, V0N 2P0",50.720011799999995,-127.502909
Port Mcneill and District Hospital,Hospital,"2750, kingcome place, port mcneill, bc, V0N 2R0",50.5806462,-127.0678577
Porter Lane,Other,"1107, como lake ave, coquitlam, bc, V3J 3N9",49.263971999999995,-122.861325
Portsmouth Road Home,Other,"6510, portsmouth rd, nanaimo, bc, V9V 1A3",49.24003,-124.04648
Powell River General Hospital,Hospital,"5000, joyce ave, powell river, bc, V8A 5R3",49.850826299999994,-124.518391
Fort Saskatchewan Health Centre,Hospital,"9430, 95 st, fort saskatchewan, ab, T8L 1R8",53.7033208,-113.2225242
Prairie Valley Lodge,Other,"10312, prairie valley rd, summerland, bc, V0H 1Z0",49.597846999999994,-119.68345
Prema Place,Other,"3273, mary anne cres, victoria, bc, V9C 3M3",48.424911,-123.50122
Primecare Medical Centre,Clinic,"201-7315, edmonds street, burnaby, bc, V3N 1A7",49.218846,-122.951615
Primrose Centre for Community Living,Other,"4807, georgia st, delta, bc, V4K 2T1",49.090422499999995,-123.088506
Prince Avenue Home,Other,"101, prince ave, castlegar, bc, V1N 1C7",49.3290404,-117.67322079999998
Prince George Regional Hospital,Hospital,"1475, edmonton st, prince george, bc, V2M 1S2",53.9113826,-122.7644758
Prince Rupert Regional Hospital,Hospital,"1305, summit ave, prince rupert, bc, V8J 2A6",54.3044463,-130.331503
Princeton General Hospital,Hospital,"98, ridgewood, princeton, bc, V0X 1W0",49.454095200000005,-120.526738
St. Paul's Hospital,Hospital,"1081, burrard st, vancouver, bc, V6Z 1Y6",49.280516,-123.1281872
Providence Health Care - Holy Family Hospital,Hospital,"7801, argyle st, vancouver, bc, V5P 3L6",49.212701,-123.07308
Providence Health Care - Mount Saint Joseph Hospital,Hospital,"3080, prince edward st, vancouver, bc, V5T 3N4",49.258002000000005,-123.095299
Purcell Place,Other,"1906, kelowna cres, cranbrook, bc, V1C 6E5",49.527675,-115.7416049
Pure Care Clinic,Clinic,"105-22470, dewdney trunk road, maple ridge, bc, V2X 5Z6",49.219791,-122.600013
Qe Park Medical Clinic,Clinic,"4060, cambie street, vancouver, bc, V5Z 2X8",49.249472999999995,-123.115216
Quadling House a,Other,"820, quadling ave, coquitlam, bc, V3K 2A4",49.2408467,-122.8750597
Fox Creek Health Care Centre,Hospital,"600, third st, fox creek, ab, T0H 1P0",54.4046429,-116.801403
Quadra Village Medical Clinic,Clinic,"2631, quadra street, victoria, bc, V8T 4E4",48.438086,-123.358897
Qualicum Manor,Other,"124, fourth ave e, qualicum beach, bc, V9K 1N6",49.3449157,-124.4405245
Quarterway Place,Other,"2573, labieux rd, nanaimo, bc, V9T 3M8",49.199093100000006,-124.0121423
Queen Alexandra Centre for Children's Health,Hospital,"2400, arbutus rd, victoria, bc, V8N 1V7",48.471509999999995,-123.29954
Queen Charlotte Islands General Hospital,Hospital,"3209, third ave, queen charlotte, bc, V0T 1M0",53.25464100000001,-132.072632
Queen Victoria Hospital and Health Centre,Hospital,"1200, newlands rd, revelstoke, bc, V0E 2S0",50.97680220000001,-118.19014009999998
Quince Street Residence,Other,"2012, quince st, prince george, bc, V2L 5B4",53.905294,-122.75337
Quinsam Medical Group,Clinic,"801, hilchey road, campbell river, bc, V9W 0A2",49.973673,-125.245769
r.w. Large Memorial Hospital,Hospital,"88, waglisla st, waglisla, bc, V0T 1Z0",52.1612727,-128.143339
Racing Residence,Other,"464, racing rd, quesnel, bc, V2J 5G9",52.984964600000005,-122.4493146
Radcliffe Residence,Other,"501, radcliffe dr, prince george, bc, V2M 3N5",53.928429099999995,-122.7936192
Rai Medical Clinic,Clinic,"101-6905, 120 street, delta, bc, V4E 2A8",49.128771,-122.89095
Rainbow Lodge,Other,"7510, 6 st, burnaby, bc, V3N 3M1",49.2238303,-122.9332908
Rainbow Manor,Other,"10118, 159a st, surrey, bc, V4N 2P9",49.185629799999994,-122.83813700000002
Rainbow Ridge Special Care Home,Other,"10666, 277 st, maple ridge, bc, V2W 1M7",49.1956597,-122.4531146
Randall House,Other,"6610, gilley ave, burnaby, bc, V5C 5T5",49.2239136,-122.9716122
Raven House,Other,"841, levis st, coquitlam, bc, V3J 6A2",49.2653533,-122.84740359999998
Redfern Home,Other,"937, redfern st, victoria, bc, V8S 4E7",48.422320500000005,-123.3238702
Redonda Crescent Residence,Other,"4728, redonda avenue, powell river, bc, V8A 5C9",49.844051,-124.513203
Renaissance Place,Other,"32849, 12 ave, mission, bc, V2V 2M5",49.14447929999999,-122.3151715
Renfrew Care Centre,Other,"1880, renfrew st, vancouver, bc, V5M 3H9",49.26786,-123.044
Renfrew House,Other,"3402, worthington dr, vancouver, bc, V5M 3X8",49.254321999999995,-123.0301071
Residence at Morgan Heights,Other,"15955, 27 ave, surrey, bc, V3S 3W3",49.051717,-122.779794
Rest Haven Lodge,Other,"2281, mills rd, sidney, bc, V8L 2C3",48.654974,-123.40484
Glenrose Rehabilitation Hospital,Hospital,"10230, 111 ave, edmonton, ab, T5G 0B7",53.56010129999999,-113.4976534
Richfield Group Home,Other,"10591, bissett dr, richmond, bc, V7A 4K8",49.1477141,-123.107216
Richmond Central Medical Clinic,Clinic,"150-7997, westminster highway, richmond, bc, V6X 1A4",49.170249,-123.136592
Richmond Hospital,Hospital,"7000, westminster hwy, richmond, bc, V6X 1A2",49.1689707,-123.146577
Richmond House,Other,"8691, no 2 rd, richmond, bc, V7C 3M4",49.1492749,-123.1593858
Richmond in-Store Medical Clinic,Clinic,"4651, no 3 road, richmond, bc, V6X 2C4",49.179216,-123.138509
Grande Cache Community Health Complex,Hospital,"10200, shand ave, grande cache, ab, T0E 0Y0",53.8915173,-119.1192184
Richmond Lions Manor - Bridgeport,Other,"9020, bridgeport rd, richmond, bc, V6X 1S1",49.191517100000006,-123.1251463
Ridge Meadows Care Clinic,Clinic,"203-19800, lougheed highway, pitt meadows, bc, V3Y 2W1",49.22004,-122.6718
Ridge Meadows Hospital,Hospital,"11666, laity st, maple ridge, bc, V2X 5A3",49.2161889,-122.63008
Ridgeview Lodge,Other,"920, desmond street, kamloops, bc, V2B 5K6",50.7034312,-120.39313490000002
Ridgewood Lodge,Other,"98, ridgewood dr, princeton, bc, V0X 1W0",49.45385,-120.527633
Rittich Road,Other,"5120, rittich rd, kelowna, bc, V1X 7V6",49.95667589999999,-119.3620705
River City Medical Clinic,Clinic,"1424, island highway, campbell river, bc, V9W 2E3",50.036017,-125.248484
River House,Other,"611, enzo rd, kamloops, bc, V2B 0E6",50.752861,-120.34748799999998
River Road Residence,Other,"20972, river rd, maple ridge, bc, V2X 1Z9",49.2117379,-122.6403965
Grande Prairie Cancer Centre,Hospital,"10409, 98 street, grande prairie, ab, T8V 2E8",55.175391000000005,-118.788449
Riverview Hospital,Hospital,"2601, lougheed hwy, coquitlam, bc, V3C 4J2",49.2508389,-122.806171
Roalshary,Other,"558, 73 ave, grand forks, bc, V0H 1H0",49.031426,-118.441395
Robinson Group Home,Other,"8400, robinson rd, richmond, bc, V6Y 1B5",49.149099799999995,-123.1303718
Robson Medical Centre,Clinic,"238, robson street, vancouver, bc, V6B 6A1",49.278437,-123.115388
Rocky Mountain Care Village,Other,"55, cokato rd, fernie, bc, V0B 1M0",49.4923849,-115.0666592
Rosecliffe Residence,Other,"5527, shorncliffe ave, sechelt, bc, V0N 3A7",49.4728988,-123.7649643
Rosedale Medical Associates,Clinic,"200-13009, rosedale avenue, summerland, bc, V0H 1Z0",49.601216,-119.677714
Rosemary Heights Seniors Village,Other,"15240, 34 ave, surrey, bc, V3Z 2J9",49.0635552,-122.8006006
Rosemont House,Other,"529, west houston street, nelson, bc, V1L 6C9",49.480804,-117.299592
Rosewood,Other,"7916, rosewood st, burnaby, bc, V5E 2H3",49.2279271,-122.9379603
Grey Nuns Community Hospital,Hospital,"1100, youville dr w, edmonton, ab, T6L 5X8",53.4615831,-113.4297243
Rosewood Manor,Other,"6260, blundell rd, richmond, bc, V7C 5C4",49.1551041,-123.1553156
Roslin House,Other,"1733, highland dr n, kelowna, bc, V1Y 4K9",49.89229279999999,-119.45852790000001
Ross Road Home,Other,"1680, ross rd, north vancouver, bc, V7J 1V4",49.3362883,-123.0277681
Rotary Hospice House,Other,"3089, clapperton st, prince george, bc, V2L 5N4",53.889563,-122.75596000000002
Rotary Manor,Other,"1121, 90 ave, dawson creek, bc, V1G 5A3",55.773403,-120.23466
Rote Scheune Acres,Other,"2222, saucier rd, kelowna, bc, V1W 4B8",49.8231878,-119.4395524
Royal Arch Masonic Home,Other,"7850, champlain cres, vancouver, bc, V5S 4C7",49.2135328,-123.0288043
Royal City Manor,Other,"77, jamieson ct, new westminster, bc, V3L 5P8",49.2153153,-122.8951618
Royal Columbia Medical Clinic,Clinic,"107-301, east columbia street, new westminster, bc, V3L 3W5",49.225627,-122.892883
Royal Columbian Hospital,Hospital,"330, east columbia st, new westminster, bc, V3L 3W7",49.2264136,-122.8916374
Royal Inland Hospital,Hospital,"311, columbia st, kamloops, bc, V2C 2T1",50.6701949,-120.3345924
Royal Jubilee Hospital,Hospital,"1952, bay st, victoria, bc, V8R 1J8",48.432719,-123.3279135
Royal Oak House,Other,"780, royal oak ave, victoria, bc, V8X 3T1",48.4937596,-123.3852606
Ruby Willows Health Care Ltd,Other,"6721, 238 st, langley, bc, V2Y 2H5",49.124274,-122.565628
Ryall Road Residence,Other,"6124, ryall rd, duncan, bc, V9L 2H7",48.793073,-123.72443
Ryz's Supportive Living Services,Other,"404, 100 ave, dawson creek, bc, V1G 1V7",55.7616196,-120.2179821
s.u.c.c.e.s.s. Simon k.y. Lee Seniors Care Home,Other,"555, carrall st, vancouver, bc, V6B 2J8",49.279790000000006,-123.105
Saanich House,Other,"5416, saanich avenue, powell river, bc, V8A 4G9",49.862878,-124.52162
Saanich Peninsula Hospital,Hospital,"2166, mount newton x rd, saanichton, bc, V8M 2B2",48.5944724,-123.4105953
Grimshaw / Berwyn and District Community Health Centre,Hospital,"5621, wilcox rd, grimshaw, ab, T0H 1W0",56.190388,-117.62725
Saanich Plaza Medical Clinic,Clinic,"3544, blanshard street, victoria, bc, V8X 1W3",48.456348,-123.374168
Safa Medical Clinic,Clinic,"2574352, 202 street, langley, bc, V1M 4A7",49.165841,-122.662404
Sage Health Centre,Other,"101, columbia st w, kamloops, bc, V2C 2S7",50.671283200000005,-120.3418283
Saik'Uz First Nation,Clinic,"716, patrick street, vanderhoof, bc, V0J 3A1",53.941923,-124.102601
Sakura House,Other,"566, schoolhouse st, coquitlam, bc, V3J 5P3",49.253089,-122.852693
Salmon Arm Medical Clinic,Clinic,"581, hudson avenue ne, salmon arm, bc, V1E 4N8",50.703316,-119.278208
Salvation Army Harbour Light Centre,Other,"119, e cordova st, vancouver, bc, V6A 1K8",49.282434,-123.101
Salveo Medical Clinic,Clinic,"2155, ferry avenue, prince george, bc, V2N 5E8",53.887457,-122.769326
San Miguel,Other,"1860, san miguel rd, victoria, bc, V8N 6G8",48.4799073,-123.31663629999998
Sandalwood Adult Intensive Care Facility,Other,"2965, westsyde rd, kamloops, bc, V2B 7E7",50.758396000000005,-120.348604
Sandspit Medical Clinic,Clinic,"403, copper bay road, sandspit, bc, V0T 1T0",53.243312,-131.817065
Sardis House,Other,"4521, sardis st, burnaby, bc, V5H 1K8",49.233943100000005,-123.0029902
Sardis New Chaffey,Other,"4751, sardis st, burnaby, bc, V5H 1L4",49.2336902,-122.9968143
Scotia Place,Other,"4314, scotia place, powell river, bc, V8A 2X2",49.83267120000001,-124.5216544
Scott Home,Other,"4830, scott ave, terrace, bc, V8G 2B6",54.52367099999999,-128.60342
Sea to Sky Walk in Clinic,Clinic,"103-40147, glenalder place, squamish, bc, V8B 0G2",49.73649,-123.1339
Seamount Home,Other,"2056, seamount pl, victoria, bc, V8M 1M7",48.578205700000005,-123.4142669
Selkirk Family Care Home,Other,"1120, selkirk ave, kamloops, bc, V2B 1V6",50.7035685,-120.3710195
Selkirk Seniors Village,Other,"385, waterfront cres, victoria, bc, V8T 0A7",48.441914,-123.37798
Selkirk Waterfront,Other,"390, waterfront cres, victoria, bc, V8T 5K3",48.441484,-123.37761
Sentinel House,Other,"8598, sentinel pl, north saanich, bc, V8L 4Z7",48.6157359,-123.4302095
Serenity House,Other,"1311, 106 ave, dawson creek, bc, V1G 2P2",55.756212,-120.23914
Seventh Avenue Residence,Other,"32886, 7 ave, mission, bc, V2V 2C4",49.1399655,-122.3137395
Seymour Health Centre,Clinic,"1530, west 7 avenue, vancouver, bc, V6J 1S3",49.26514,-123.1405
Sharondale Lodge,Other,"17826, 57 ave, surrey, bc, V3S 1H3",49.1062445,-122.7308893
Shaughnessy Care Centre,Other,"2250, wilson ave, port coquitlam, bc, V3C 1Z5",49.2606033,-122.7799085
Shaw House,Other,"560, shaw ave, coquitlam, bc, V3K 2R1",49.2437599,-122.8877652
Shaw Place,Other,"488, e 41 ave, vancouver, bc, V5W 1P2",49.2326234,-123.0949923
Shelbourne Medical Clinic,Clinic,"150-3200, shelbourne street, victoria, bc, V8P 5G8",48.448582,-123.333229
Shelmarie Rest Home,Other,"630, foul bay rd, victoria, bc, V8S 4H3",48.4190982,-123.3248349
Shiloah,Other,"7401, sussex ave, burnaby, bc, V5J 3V6",49.2168451,-123.00558970000002
Shone House,Other,"4060, shone rd, north vancouver, bc, V7G 2N4",49.3187921,-122.9593032
Shoreline Medical,Clinic,"2a-2379, bevan avenue, sidney, bc, V8L 4M9",48.647652,-123.401503
Shorncliffe,Other,"5847, medusa street, sechelt, bc, V0N 3A3",49.474191,-123.765
Shuswap Lake General Hospital,Hospital,"601, 10 th st ne, salmon arm, bc, V1E 4N6",50.7045612,-119.2743811
Shuswap Providence Medical Clinic,Clinic,"2991, 10 avenue sw, salmon arm, bc, V1E 3J9",50.694848,-119.318555
Sicamous Medical Clinic,Clinic,"217, finlayson street, sicamous, bc, V0E 2V0",50.836895,-118.98931
Athabasca Healthcare Centre,Hospital,"3100, 48 ave, athabasca, ab, T9S 1M9",54.71724,-113.254056
Hanna Health Centre,Hospital,"904, centre st n, hanna, ab, T0J 1P0",51.6489192,-111.9282036
Sidley Street,Other,"4942, sidley st, burnaby, bc, V5J 1T5",49.2171669,-122.9932027
Sidney All Care Residence,Other,"2269, mills rd, sidney, bc, V8L 2C3",48.6548435,-123.4053777
Sidney Care Home,Other,"9888, fifth st, sidney, bc, V8L 2X3",48.6512125,-123.4010229
Hardisty Health Centre,Hospital,"4531, 47 st, hardisty, ab, T0B 1V0",52.669316,-111.307616
Silver Kettle Village,Other,"2350, 72 avenue, grand forks, bc, V0H 1H0",49.0246317,-118.4649688
Silverbirch House,Other,"839, silverbirch lane, castlegar, bc, V1N 1E6",49.3176585,-117.6672009
Simms Road Group Home,Other,"163, simms rd, campbell river, bc, V9W 1N9",49.974940999999994,-125.22347
Simply Wellness,Clinic,"1818, kingsway, vancouver, bc, V5N 2S7",49.246217,-123.067617
Sina Pharmacy and Health Centre,Clinic,"505, smithe street, vancouver, bc, V6B 6H1",49.279476,-123.11935
Six Mile House,Other,"295, six mile rd, victoria, bc, V9B 5G8",48.457102,-123.45992
Sixth Street Residence,Other,"743, 6 st, courtenay, bc, V9N 1M8",49.6877334,-125.0050414
Sj Willis Home,Other,"2860, quadra st, victoria, bc, V8T 4E7",48.441317,-123.36022
Skyline Lodge,Other,"33134, marshall rd, abbotsford, bc, V2S 1K5",49.0377195,-122.3063657
Slocan Community Health Centre,Other,"401, galena ave, new denver, bc, V0G 1S0",49.9842253,-117.3740924
Sluggett House,Other,"1336, marchant rd, brentwood bay, bc, V8M 1G5",48.572695,-123.44301000000002
Smithson Place Home,Other,"1615, smithson pl, kelowna, bc, V1Y 8N5",49.8996441,-119.4624632
Solly Court,Other,"810, solly court, kelowna, bc, V1X 5W8",49.898764,-119.38289109999998
Soltani Medical Clinic,Clinic,"312435, lougheed highway, port coquitlam, bc, V3B 5Y9",49.27426,-122.7901
Sophia House,Other,"4824, sophia st, vancouver, bc, V5V 3W6",49.241574799999995,-123.0982494
South Canoe Home,Other,"1180, 70 st se, salmon arm, bc, V1E 1X8",50.691215500000006,-119.2028411
South Granville Park Lodge,Other,"1645, w 14 ave, vancouver, bc, V6J 2J4",49.259225,-123.142
South Hills Tertiary Psychiatric Rehabilitation Centre,Other,"200 945, southill st, kamloops, bc, V2B 7Z9",50.7033639,-120.3941722
South Okanagan General Hospital,Hospital,"7139, 362 ave, oliver, bc, V0H 1T0",49.1836817,-119.5395697
South Similkameen Health Centre,Clinic,"700, third st, keremeos, bc, V0X 1N0",49.20498370000001,-119.832334
High Prairie Health Complex,Hospital,"4620, 53 ave, high prairie, ab, T0G 1E0",55.431645,-116.454926
South Surrey Medical Clinic,Clinic,"101-15850, 26 avenue, surrey, bc, V3Z 2N6",49.048561,-122.783332
South Vancouver Medical Clinic,Clinic,"350, marine drive se, vancouver, bc, V5X 2S5",49.20884,-123.0993
Southdale Manor,Other,"10691, southdale road, richmond, bc, V7A 2W8",49.1351705,-123.1195313
Southern Place,Other,"2957, southern pl, abbotsford, bc, V2T 5H7",49.0565309,-122.3563942
Spall Medical Centre,Clinic,"150-1940, harvey avenue, kelowna, bc, V1Y 8J8",49.882804,-119.453794
Spartan Place,Other,"5393, spartan rd, vernon, bc, V1B 3K9",50.287077399999994,-119.2508847
Spring Medical Centre,Clinic,"4453, lougheed highway, burnaby, bc, V5C 3Z2",49.266808000000005,-123.004908
Spring Valley Care Centre,Other,"355, terai court, kelowna, bc, V1X 5X6",49.885121000000005,-119.416235
Springridge Group Home,Other,"788, springridge pl, kamloops, bc, V2E 1C8",50.6582015,-120.3602463
Squamish General Hospital,Hospital,"38140, behrner dr, squamish, bc, V0N 3G0",49.697911,-123.141176
St Catherine's Community Home,Other,"6899, ogrady rd, prince george, bc, V2N 4Z1",53.8601203,-122.7796175
St. Charles Manor,Other,"1006, st charles st, victoria, bc, V8S 3P6",48.424174,-123.3394434
